"UID","OrganizationIdentifier","OrganizationFormalName","ProviderName","MonitoringLocationIdentifier","MonitoringLocationName","MonitoringLocationTypeName","MonitoringLocationDescriptionText","IR_FLAG","IR_COMMENT","IR_MLID","IR_MLNAME","ASSESS_ID","AU_NAME","AU_Type","Water_Type","R317Descrp","ss_R317Descrp","BEN_CLASS","MLID_Count","Lat_Count","Long_Count","sites100m_count","LatitudeMeasure","LongitudeMeasure","IR_Lat","IR_Long","HUCEightDigitCode","DrainageAreaMeasure.MeasureValue","DrainageAreaMeasure.MeasureUnitCode","ContributingDrainageAreaMeasure.MeasureValue","ContributingDrainageAreaMeasure.MeasureUnitCode","SourceMapScaleNumeric","HorizontalAccuracyMeasure.MeasureValue","HorizontalAccuracyMeasure.MeasureUnitCode","HorizontalCollectionMethodName","HorizontalCoordinateReferenceSystemDatumName","VerticalMeasure.MeasureValue","VerticalMeasure.MeasureUnitCode","VerticalAccuracyMeasure.MeasureValue","VerticalAccuracyMeasure.MeasureUnitCode","VerticalCollectionMethodName","VerticalCoordinateReferenceSystemDatumName","CountryCode","StateCode","CountyCode","AquiferName","FormationTypeText","AquiferTypeName","ConstructionDateText","WellDepthMeasure.MeasureValue","WellDepthMeasure.MeasureUnitCode","WellHoleDepthMeasure.MeasureValue","WellHoleDepthMeasure.MeasureUnitCode","ValidationType"
320,"UTAHGS","Utah Geological Survey","STORET","UTAHGS-393105109040801","Fatty Canyon Spring","Spring",NA,"REJECT","Automatically flagged for rejection","REJECT","REJECT","UT14050007-005_00","Bitter Creek Upper","River/Stream","River / Stream","Bitter Creek and Tributaries from White River to Headwaters",NA,"2B,3A,4",NA,NA,NA,NA,39.518033,-109.068999,NA,NA,14050007,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",7095,"ft",NA,NA,"Photogrammetric","NAVD88","US",49,47,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
321,"UTAHGS","Utah Geological Survey","STORET","UTAHGS-393759110205501","(D-14-14)9acb","Spring",NA,"ACCEPT","Automatically accepted","UTAHGS-393759110205501","(D-14-14)9acb","UT14060007-012_00","Grassy Trail Creek Lower","River/Stream","River / Stream","Price River and tributaries, from confluence with Green River to Carbon Canal Diversion at Price City Golf Course Except as listed below","Price River and tributaries from confluence with Green River to confluence with Soldier Creek","2B,3C,4",1,1,1,0,39.633005,-110.348586,39.633005,-110.348586,14060007,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",8613,"ft",NA,NA,"Photogrammetric","NAVD88","US",49,7,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
322,"UTAHGS","Utah Geological Survey","STORET","UTAHGS-394617110175201","(D-12-14)13caa  Prickly Pear","Spring",NA,"ACCEPT","Automatically accepted","UTAHGS-394617110175201","(D-12-14)13caa  Prickly Pear","UT14060005-003_00","Ninemile","River/Stream","River / Stream","Nine Mile Creek and tributaries, from confluence with Green River to headwaters",NA,"2B,3A,4",1,1,1,0,39.771273,-110.297885,39.771273,-110.297885,14060005,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",7521,"ft",NA,NA,"Photogrammetric","NAVD88","US",49,7,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
323,"UTAHGS","Utah Geological Survey","STORET","UTAHGS-395717111512301","Goshen Warm Spring 1","Spring",NA,"REJECT","Automatically flagged for rejection","REJECT","REJECT",NA,NA,"Undefined","River / Stream","All other permanent streams entering Utah Lake",NA,"2B,3B,4",NA,NA,NA,NA,39.954647,-111.856309,NA,NA,16020201,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",4563,"ft",NA,NA,"Photogrammetric","NAVD88","US",49,49,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
324,"UTAHGS","Utah Geological Survey","STORET","UTAHGS-395718112234301","Triangle Ranch Spring #1","Spring",NA,"ACCEPT","Automatically accepted","UTAHGS-395718112234301","Triangle Ranch Spring #1","UT16020304-001_00","Vernon Creek","River/Stream","River / Stream","Vernon Creek and tributaries, Tooele County",NA,"2B,3A,4",1,1,1,0,39.95499,-112.39533,39.95499,-112.39533,16020304,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",6680,"ft",NA,NA,"Photogrammetric","NAVD88","US",49,45,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
325,"UTAHGS","Utah Geological Survey","STORET","UTAHGS-400045110002901","Snyder Spring","Spring",NA,"REVIEW","Automatically flagged for review","REVIEW",NA,"UT14060005-002_00","Pariette Draw Creek","River/Stream","River / Stream","Pariette Draw and tributaries, from confluence with Green River to headwaters",NA,"2B,3B,3D,4",1,1,1,1,40.012579,-110.008056,NA,NA,14060005,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",5297,"ft",NA,NA,"Photogrammetric","NAVD88","US",49,13,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
326,"UTAHGS","Utah Geological Survey","STORET","UTAHGS-400204112465801","Simpson Springs","Spring",NA,"REJECT","Automatically flagged for rejection","REJECT","REJECT",NA,NA,"Undefined","River / Stream","All waters not specifically classified are presumptively classified",NA,"2B,3D",NA,NA,NA,NA,40.034557,-112.782969,NA,NA,16020306,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",5102,"ft",NA,NA,"Photogrammetric","NAVD88","US",49,45,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
327,"UTAHGS","Utah Geological Survey","STORET","UTAHGS-400758110385101","Stinky Springs","Spring",NA,"REJECT","Automatically flagged for rejection","REJECT","REJECT","UT14060004-004_00","Strawberry River-2","River/Stream","River / Stream","Duchesne River and tributaries, from Myton Water Treatment Plant intake to headwaters",NA,"1C,2B,3A,4",NA,NA,NA,NA,40.132712,-110.647448,NA,NA,14060004,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",5884,"ft",NA,NA,"Photogrammetric","NAVD88","US",49,13,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
328,"UTAHGS","Utah Geological Survey","STORET","UTAHGS-401043111361801","Springville Fish Hatchery","Spring",NA,"ACCEPT","Automatically accepted","UTAHGS-401043111361801","Springville Fish Hatchery","UT16020202-042_00","Spring Creek-Springville","River/Stream","River / Stream","Spring Creek and tributaries from 50 feet upstream from the east boundary of the Industrial Parkway Road right-of-way to the headwaters",NA,"2B,3A,4",1,1,1,0,40.178561,-111.60494,40.178561,-111.60494,16020202,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",4545,"ft",NA,NA,"Photogrammetric","NAVD88","US",49,49,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
329,"UTAHGS","Utah Geological Survey","STORET","UTAHGS-402050112330201","Clover Springs","Spring",NA,"ACCEPT","Automatically accepted","UTAHGS-402050112330201","Clover Springs","UT16020304-009_00","Clover Creek","River/Stream","River / Stream","Clover Creek and tributaries, Tooele County",NA,"2B,3A,4",1,1,1,0,40.346267,-112.551019,40.346267,-112.551019,16020304,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",5962,"ft",NA,NA,"Photogrammetric","NAVD88","US",49,45,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
330,"UTAHGS","Utah Geological Survey","STORET","UTAHGS-402311111251401","Wallsburg Spring","Spring",NA,"REVIEW","Automatically flagged for review","REVIEW",NA,"UT16020203-009_00","Main Creek-1","River/Stream","River / Stream","Provo River and tributaries, from Murdock Diversion to headwaters, except as listed below",NA,"1C,2B,3A,4",1,1,1,2,40.386432,-111.421376,NA,NA,16020203,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",5679,"ft",NA,NA,"Photogrammetric","NAVD88","US",49,51,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
331,"UTAHGS","Utah Geological Survey","STORET","UTAHGS-403328112442201","Delle Springs","Spring",NA,"REJECT","Automatically flagged for rejection","REJECT","REJECT",NA,NA,"Undefined","River / Stream","All waters not specifically classified are presumptively classified",NA,"2B,3D",NA,NA,NA,NA,40.557763,-112.739285,NA,NA,16020305,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",4345,"ft",NA,NA,"Photogrammetric","NAVD88","US",49,45,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
332,"UTAHGS","Utah Geological Survey","STORET","UTAHGS-403724111133401","Samak Fish Well","Spring",NA,"ACCEPT","Automatically accepted","UTAHGS-403724111133401","Samak Fish Well","UT16020101-030_00","Beaver Creek2-Kamas","River/Stream","River / Stream","Weber River and tributaries, from Stoddard diversion to headwaters",NA,"1C,2B,3A,4",1,1,1,0,40.62313,-111.226865,40.62313,-111.226865,16020101,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",6764,"ft",NA,NA,"Photogrammetric","NAVD88","US",49,43,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
333,"UTAHGS","Utah Geological Survey","STORET","UTAHGS-403807111284401","Deer Valley Spring","Spring",NA,"ACCEPT","Automatically accepted","UTAHGS-403807111284401","Deer Valley Spring","UT16020101-020_00","Silver Creek","River/Stream","River / Stream","Weber River and tributaries, from Stoddard diversion to headwaters",NA,"1C,2B,3A,4",1,1,1,0,40.635438,-111.479593,40.635438,-111.479593,16020101,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",7287,"ft",NA,NA,"Photogrammetric","NAVD88","US",49,43,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
334,"UTAHGS","Utah Geological Survey","STORET","UTAHGS-404425112384801","Big (Timpie) Spring (C- 1- 7) 9ccc-S1","Spring",NA,"REJECT","Automatically flagged for rejection","REJECT","REJECT",NA,NA,"Undefined","River / Stream","All waters not specifically classified are presumptively classified",NA,"2B,3D",NA,NA,NA,NA,40.739808,-112.647298,NA,NA,16020304,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",4223,"ft",NA,NA,"Photogrammetric","NAVD88","US",49,45,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
335,"UTAHGS","Utah Geological Survey","STORET","UTAHGS-404975112573501","South Willow Canyon Guard Station Spring","Spring",NA,"ACCEPT","Automatically accepted","UTAHGS-404975112573501","South Willow Canyon Guard Station Spring","UT16020304-008_00","South Willow Creek","River/Stream","River / Stream","South Willow Creek and tributaries, Tooele County",NA,"2B,3A,4",1,1,1,0,40.497475,-112.573502,40.497475,-112.573502,16020304,NA,NA,NA,NA,NA,NA,NA,"Interpolation-Satellite","WGS84",6407,"ft",NA,NA,"Photogrammetric","NAVD88","US",49,45,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
336,"UTAHGS","Utah Geological Survey","STORET","UTAHGS-410215111392000","Como Spring","Spring",NA,"ACCEPT","Automatically accepted","UTAHGS-410215111392000","Como Spring","UT16020102-029_00","Weber Lower Tributaries-8","River/Stream","River / Stream","Weber River and tributaries, from Stoddard diversion to headwaters",NA,"1C,2B,3A,4",1,1,1,0,41.037233,-111.656658,41.037233,-111.656658,16020102,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",5109,"ft",NA,NA,"Photogrammetric","NAVD88","US",49,29,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
337,"UTAHGS","Utah Geological Survey","STORET","UTAHGS-414454111425901","Crimson Trail Spring","Spring",NA,"ACCEPT","Automatically accepted","UTAHGS-414454111425901","Crimson Trail Spring","UT16010203-006_00","Logan River-2","River/Stream","River / Stream","Logan River and tributaries, from Cutler Reservoir to headwaters",NA,"2B,3A,3D,4",1,1,1,0,41.748322,-111.716178,41.748322,-111.716178,16010203,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",5292,"ft",NA,NA,"Photogrammetric","NAVD88","US",49,5,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
338,"UTEMTN","Ute Mountain Utes Tribe (Colorado)","STORET","UTEMTN-Cow Camp Spring","Cow Camp Spring","Spring",NA,"REJECT","Unclear location","REJECT",NA,"UT14080201-002_00","Cottonwood Wash-1","River/Stream","River / Stream","San Juan River and Tributaries, from Lake Powell to state line except As listed below:",NA,"1C,2A,3B,4",NA,NA,NA,NA,37.5239,-109.5381,NA,NA,14080201,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,37,NA,NA,NA,NA,NA,NA,NA,NA,"MANUAL"
339,"UTEMTN","Ute Mountain Utes Tribe (Colorado)","STORET","UTEMTN-ENTRANCE_SPG","Entrasnce seep-- nearest WM uranium mill","Spring","Entrasnce seep-- nearest WM uranium mill","ACCEPT","Automatically accepted","UTEMTN-ENTRANCE_SPG","Entrasnce seep-- nearest WM uranium mill","UT14080201-005_00","Recapture Creek-1","River/Stream","River / Stream","San Juan River and Tributaries, from Lake Powell to state line except As listed below:",NA,"1C,2A,3B,4",1,1,1,0,37.5321,-109.492017,37.5321,-109.492017,14080201,NA,NA,NA,NA,NA,NA,NA,"GPS Code (Pseudo Range) Standard Position (SA Off)","WGS84",5572,"ft",NA,NA,"GPS Code (Pseudo Range) Standard Position (SA Off)","SEALV","US",49,37,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
340,"UTEMTN","Ute Mountain Utes Tribe (Colorado)","STORET","UTEMTN-MILL_SPG_NW","seep monitored by WM uranium mill","Spring","seep monitored by WM uranium mill","REJECT","Non-assessed canal or ditch","REJECT",NA,"UT14080201-002_00","Cottonwood Wash-1","River/Stream","River / Stream","San Juan River and Tributaries, from Lake Powell to state line except As listed below:",NA,"1C,2A,3B,4",NA,NA,NA,NA,37.5236,-109.5376,NA,NA,14080201,NA,NA,NA,NA,NA,NA,NA,"GPS Code (Pseudo Range) Standard Position (SA Off)","WGS84",5497,"ft",NA,NA,"GPS Code (Pseudo Range) Standard Position (SA Off)","SEALV","US",49,37,NA,NA,NA,NA,NA,NA,NA,NA,"MANUAL"
341,"UTEMTN","Ute Mountain Utes Tribe (Colorado)","STORET","UTEMTN-Oasis SPG","Oasis SPG","Spring","Spring in Utah","ACCEPT","Automatically accepted","UTEMTN-Oasis SPG","Oasis SPG","UT14080201-006_00","Cottonwood Wash-2","River/Stream","River / Stream","San Juan River and Tributaries, from Lake Powell to state line except As listed below:",NA,"1C,2A,3B,4",1,1,1,0,37.64733333,-109.5314444,37.64733333,-109.5314444,14080201,NA,NA,NA,NA,NA,NA,NA,"GPS Code (Pseudo Range) Standard Position (SA Off)","WGS84",NA,NA,NA,NA,NA,NA,"US",49,37,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
342,"UTEMTN","Ute Mountain Utes Tribe (Colorado)","STORET","UTEMTN-RUIN_SPG","Ruin spring-- highest flowing on White Mesa","Spring","Ruin spring-- highest flowing on White Mesa","ACCEPT","Automatically accepted","UTEMTN-RUIN_SPG","Ruin spring-- highest flowing on White Mesa","UT14080201-002_00","Cottonwood Wash-1","River/Stream","River / Stream","San Juan River and Tributaries, from Lake Powell to state line except As listed below:",NA,"1C,2A,3B,4",1,1,1,0,37.499843,-109.522567,37.499843,-109.522567,14080201,NA,NA,NA,NA,NA,NA,NA,"GPS Code (Pseudo Range) Standard Position (SA Off)","WGS84",5442,"ft",NA,NA,"GPS Code (Pseudo Range) Standard Position (SA Off)","SEALV","US",49,37,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
343,"11NPSWRD_WQX","National Park Service Water Resources Division","STORET","11NPSWRD_WQX-ARCH_3P_5995240","Courthouse Wash Above Colorado River Near Moab, UT","River/Stream","This station is at Courthouse Wash above Colorado River near Moab, Utah. This site is approximately 1.3 kilometers upstream of the confluence with Colorado River. Latitude and longitude coordinates were compiled from previous studies or topographic map interpolation. This station has additional IDs and names: USGS NWIS Site No. 09183000, Courthouse Wash Near Moab, UT; USGS-NWIS Site No.  383646109344701, Courthouse Wash above Colorado River near Moab, UT; and Utah Dept. of Environmental Quality No. 5995240, Courthouse Wash .5mi ab Colorado R at USGS.","REVIEW","Automatically flagged for review","REVIEW",NA,"UT14030005-018_00","Courthouse Wash","River/Stream","River / Stream","Colorado River and tributaries, from Lake Powell to state line except as listed below",NA,"1C,2A,3B,4",1,1,1,4,38.61275926,-109.57984018,NA,NA,14030005,NA,NA,NA,NA,NA,NA,NA,"Unknown","WGS84",NA,NA,NA,NA,NA,NA,"US",49,19,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
344,"11NPSWRD_WQX","National Park Service Water Resources Division","STORET","11NPSWRD_WQX-ARCH_3P_5995245","Upper Courthouse Wash at NPS Boundary","River/Stream","This station is at Upper Courthouse Wash at National Park Service-Arches National Park boundary, approximately 3.6 kilometers upstream of Sevenmile Canyon. Latitude and longitude coordinates were compiled from previous studies or topographic map interpolation. This station has an additional ID from Utah Dept. of Environmental Quality of 5995245.","REVIEW","Automatically flagged for review","REVIEW",NA,"UT14030005-018_00","Courthouse Wash","River/Stream","River / Stream","Colorado River and tributaries, from Lake Powell to state line except as listed below",NA,"1C,2A,3B,4",1,1,1,1,38.68803506,-109.65484195,NA,NA,14030005,NA,NA,NA,NA,NA,NA,NA,"Unknown","WGS84",NA,NA,NA,NA,NA,NA,"US",49,19,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
345,"11NPSWRD_WQX","National Park Service Water Resources Division","STORET","11NPSWRD_WQX-ARCH_3P_5995250","Sleepy Hollow Spring in Upper Courthouse Wash","Spring","This station is at Sleepy Hollow Spring in Upper Courthouse Wash. This site is river left in Upper Courthouse Wash, approximately 700 meters north of its confluence Sevenmile Canyon Wash. Latitude and longitude coordinates were compiled from previous studies or topographic map interpolation. This station has additional IDs and station names: USGS-NWIS Site No. 384024109382301, Sleepy Hollow Spring in Upper Courthouse Wash SH-1; and Utah Dept. of Environmental Quality 5995250, Sleepy Hollow Spring in Upper Courthouse.","REVIEW","Automatically flagged for review","REVIEW",NA,"UT14030005-018_00","Courthouse Wash","River/Stream","River / Stream","Colorado River and tributaries, from Lake Powell to state line except as listed below",NA,"1C,2A,3B,4",1,1,1,3,38.67331327,-109.63984159,NA,NA,14030005,NA,NA,NA,NA,NA,NA,NA,"Unknown","WGS84",NA,NA,NA,NA,NA,NA,"US",49,19,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
346,"11NPSWRD_WQX","National Park Service Water Resources Division","STORET","11NPSWRD_WQX-ARCH_FISH15_CW-1","Upper Courthouse Wash: Site CW-1","River/Stream",NA,"ACCEPT","Automatically accepted","11NPSWRD_WQX-ARCH_FISH15_CW-1","Upper Courthouse Wash: Site CW-1","UT14030005-018_00","Courthouse Wash","River/Stream","River / Stream","Colorado River and tributaries, from Lake Powell to state line except as listed below",NA,"1C,2A,3B,4",1,1,1,0,38.647042,-109.603038,38.647042,-109.603038,14030005,NA,NA,NA,NA,NA,NA,NA,"Interpolation-Digital Map Source","WGS84",NA,NA,NA,NA,NA,NA,"US",49,19,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
347,"11NPSWRD_WQX","National Park Service Water Resources Division","STORET","11NPSWRD_WQX-ARCH_FISH15_CW-10","Middle Courthouse Wash: Site CW-10","River/Stream",NA,"ACCEPT","Automatically accepted","11NPSWRD_WQX-ARCH_FISH15_CW-10","Middle Courthouse Wash: Site CW-10","UT14030005-018_00","Courthouse Wash","River/Stream","River / Stream","Colorado River and tributaries, from Lake Powell to state line except as listed below",NA,"1C,2A,3B,4",1,1,1,0,38.642431,-109.576832,38.642431,-109.576832,14030005,NA,NA,NA,NA,NA,NA,NA,"GPS Code (Pseudo Range) Standard Position (SA Off)","WGS84",1214.753,"m",NA,NA,"GPS Code (Pseudo Range) Standard Position (SA Off)","UNKWN","US",49,19,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
348,"11NPSWRD_WQX","National Park Service Water Resources Division","STORET","11NPSWRD_WQX-ARCH_FISH15_CW-11","Lower Courthouse Wash: Site CW-11 Reach","River/Stream",NA,"ACCEPT","Automatically accepted","11NPSWRD_WQX-ARCH_FISH15_CW-11","Lower Courthouse Wash: Site CW-11 Reach","UT14030005-018_00","Courthouse Wash","River/Stream","River / Stream","Colorado River and tributaries, from Lake Powell to state line except as listed below",NA,"1C,2A,3B,4",1,1,1,0,38.620618,-109.574854,38.620618,-109.574854,14030005,NA,NA,NA,NA,NA,NA,NA,"GPS Code (Pseudo Range) Standard Position (SA Off)","WGS84",1200.466,"m",NA,NA,"GPS Code (Pseudo Range) Standard Position (SA Off)","UNKWN","US",49,19,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
349,"11NPSWRD_WQX","National Park Service Water Resources Division","STORET","11NPSWRD_WQX-ARCH_FISH15_CW-12","Lower Courthouse Wash: Site CW-12","River/Stream",NA,"ACCEPT","Automatically accepted","11NPSWRD_WQX-ARCH_FISH15_CW-12","Lower Courthouse Wash: Site CW-12","UT14030005-018_00","Courthouse Wash","River/Stream","River / Stream","Colorado River and tributaries, from Lake Powell to state line except as listed below",NA,"1C,2A,3B,4",1,1,1,0,38.617454,-109.57529,38.617454,-109.57529,14030005,NA,NA,NA,NA,NA,NA,NA,"GPS Code (Pseudo Range) Standard Position (SA Off)","WGS84",1197.451,"m",NA,NA,"GPS Code (Pseudo Range) Standard Position (SA Off)","UNKWN","US",49,19,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
350,"11NPSWRD_WQX","National Park Service Water Resources Division","STORET","11NPSWRD_WQX-ARCH_FISH15_CW-13","Lower Courthouse Wash: Site CW-13","River/Stream",NA,"REVIEW","Automatically flagged for review","REVIEW",NA,"UT14030005-018_00","Courthouse Wash","River/Stream","River / Stream","Colorado River and tributaries, from Lake Powell to state line except as listed below",NA,"1C,2A,3B,4",1,1,1,4,38.612932,-109.579689,NA,NA,14030005,NA,NA,NA,NA,NA,NA,NA,"GPS Code (Pseudo Range) Standard Position (SA Off)","WGS84",1192.153,"m",NA,NA,"GPS Code (Pseudo Range) Standard Position (SA Off)","UNKWN","US",49,19,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
351,"11NPSWRD_WQX","National Park Service Water Resources Division","STORET","11NPSWRD_WQX-ARCH_FISH15_CW-14","Lower Courthouse Wash: Site CW-14","River/Stream",NA,"REVIEW","Automatically flagged for review","REVIEW",NA,"UT14030005-018_00","Courthouse Wash","River/Stream","River / Stream","Colorado River and tributaries, from Lake Powell to state line except as listed below",NA,"1C,2A,3B,4",1,1,1,3,38.612094,-109.579826,NA,NA,14030005,NA,NA,NA,NA,NA,NA,NA,"GPS Code (Pseudo Range) Standard Position (SA Off)","WGS84",1189.605,"m",NA,NA,"GPS Code (Pseudo Range) Standard Position (SA Off)","UNKWN","US",49,19,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
352,"11NPSWRD_WQX","National Park Service Water Resources Division","STORET","11NPSWRD_WQX-ARCH_FISH15_CW-15","Lower Courthouse Wash: Site CW-15","River/Stream",NA,"REVIEW","Automatically flagged for review","REVIEW",NA,"UT14030005-018_00","Courthouse Wash","River/Stream","River / Stream","Colorado River and tributaries, from Lake Powell to state line except as listed below",NA,"1C,2A,3B,4",1,1,1,1,38.611041,-109.578653,NA,NA,14030005,NA,NA,NA,NA,NA,NA,NA,"GPS Code (Pseudo Range) Standard Position (SA Off)","WGS84",1188.958,"m",NA,NA,"GPS Code (Pseudo Range) Standard Position (SA Off)","UNKWN","US",49,19,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
353,"11NPSWRD_WQX","National Park Service Water Resources Division","STORET","11NPSWRD_WQX-ARCH_FISH15_CW-16","Lower Courthouse Wash: Site CW-16","River/Stream",NA,"REVIEW","Automatically flagged for review","REVIEW",NA,"UT14030005-018_00","Courthouse Wash","River/Stream","River / Stream","Colorado River and tributaries, from Lake Powell to state line except as listed below",NA,"1C,2A,3B,4",1,1,1,1,38.610508,-109.578584,NA,NA,14030005,NA,NA,NA,NA,NA,NA,NA,"GPS Code (Pseudo Range) Standard Position (SA Off)","WGS84",1191.096,"m",NA,NA,"GPS Code (Pseudo Range) Standard Position (SA Off)","UNKWN","US",49,19,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
354,"11NPSWRD_WQX","National Park Service Water Resources Division","STORET","11NPSWRD_WQX-ARCH_FISH15_CW-17","Lower Courthouse Wash: Site CW-17","River/Stream",NA,"REVIEW","Automatically flagged for review","REVIEW",NA,"UT14030005-018_00","Courthouse Wash","River/Stream","River / Stream","Colorado River and tributaries, from Lake Powell to state line except as listed below",NA,"1C,2A,3B,4",1,1,1,1,38.608968,-109.580026,NA,NA,14030005,NA,NA,NA,NA,NA,NA,NA,"GPS Code (Pseudo Range) Standard Position (SA Off)","WGS84",1187.959,"m",NA,NA,"GPS Code (Pseudo Range) Standard Position (SA Off)","UNKWN","US",49,19,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
355,"11NPSWRD_WQX","National Park Service Water Resources Division","STORET","11NPSWRD_WQX-ARCH_FISH15_CW-18","Lower Courthouse Wash: Site CW-18","River/Stream",NA,"REVIEW","Automatically flagged for review","REVIEW",NA,"UT14030005-018_00","Courthouse Wash","River/Stream","River / Stream","Colorado River and tributaries, from Lake Powell to state line except as listed below",NA,"1C,2A,3B,4",1,1,1,2,38.60859,-109.580429,NA,NA,14030005,NA,NA,NA,NA,NA,NA,NA,"Interpolation-Digital Map Source","WGS84",NA,NA,NA,NA,NA,NA,"US",49,19,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
356,"11NPSWRD_WQX","National Park Service Water Resources Division","STORET","11NPSWRD_WQX-ARCH_FISH15_CW-19","Lower Courthouse Wash: Site CW-19","River/Stream",NA,"REVIEW","Automatically flagged for review","REVIEW",NA,"UT14030005-018_00","Courthouse Wash","River/Stream","River / Stream","Colorado River and tributaries, from Lake Powell to state line except as listed below",NA,"1C,2A,3B,4",1,1,1,1,38.608277,-109.581476,NA,NA,14030005,NA,NA,NA,NA,NA,NA,NA,"GPS Code (Pseudo Range) Standard Position (SA Off)","WGS84",1185.337,"m",NA,NA,"GPS Code (Pseudo Range) Standard Position (SA Off)","UNKWN","US",49,19,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
